poll_id,date,pollster,state,method,voter_type,sample_size,margin_of_error,harris_pct,trump_pct,undecided
749,2024-09-08,Morning Consult,NAT,Online,RV,1050,3,51.4,39.9,8.7
750,2024-09-08,YouGov,NV,Online,LV,971,3.1,45.1,49.7,5.2
751,2024-09-08,RMG Research,PA,Mixed,LV,1078,3,44.3,48,7.6
752,2024-09-09,Emerson,NV,Mixed,LV,1017,3.1,50.2,45.1,4.7
753,2024-09-09,RMG Research,MI,Mixed,RV,1105,2.9,49.6,45.7,4.7
754,2024-09-09,Emerson,MI,Mixed,RV,1005,3.1,48,48.4,3.5
755,2024-09-09,Morning Consult,NV,Online,LV,1134,2.9,44.4,46.6,9
756,2024-09-09,RMG Research,AZ,Mixed,LV,952,3.2,47.6,47.7,4.7
757,2024-09-09,RMG Research,NAT,Mixed,LV,1125,2.9,51.4,43,5.6
758,2024-09-09,Morning Consult,PA,Online,LV,1003,3.1,53.2,45.1,1.7
759,2024-09-09,Siena College,MI,Phone,LV,1011,3.1,50.2,46.3,3.6
760,2024-09-09,Siena College,NV,Phone,LV,898,3.3,43.2,52.4,4.5
761,2024-09-09,RMG Research,NAT,Mixed,RV,1103,3,46.3,46.5,7.2
762,2024-09-09,Siena College,PA,Phone,LV,965,3.2,48,48,4
763,2024-09-09,Morning Consult,MI,Online,RV,978,3.1,47.9,47,5.1
764,2024-09-10,RMG Research,NAT,Mixed,LV,1031,3.1,46.4,51.5,2
765,2024-09-10,RMG Research,NAT,Mixed,LV,846,3.4,45.2,52.3,2.6
766,2024-09-10,YouGov,NAT,Online,RV,953,3.2,48.2,46.9,4.9
767,2024-09-10,Morning Consult,AZ,Online,LV,916,3.2,50.9,46.8,2.3
768,2024-09-10,YouGov,AZ,Online,RV,1031,3.1,46.8,50.2,3
769,2024-09-11,RMG Research,AZ,Mixed,RV,801,3.5,48.4,49.7,1.9
770,2024-09-11,Siena College,GA,Phone,LV,880,3.3,45.4,48.5,6.1
771,2024-09-11,YouGov,NV,Online,LV,1089,3,44.7,51,4.4
772,2024-09-11,Siena College,NV,Phone,LV,993,3.1,48.5,46.1,5.4
773,2024-09-11,RMG Research,NV,Mixed,RV,866,3.3,47,53,0
774,2024-09-12,YouGov,MI,Online,LV,904,3.3,49.3,48,2.8
775,2024-09-12,Morning Consult,GA,Online,LV,1088,3,46.8,47.8,5.4
776,2024-09-12,RMG Research,NV,Mixed,LV,985,3.1,41.5,51.5,7
777,2024-09-12,Siena College,WI,Phone,LV,969,3.1,46.6,46.7,6.7
778,2024-09-12,Morning Consult,NV,Online,LV,829,3.4,43.6,48.5,8
779,2024-09-13,YouGov,NV,Online,LV,1011,3.1,46.3,53.7,0
780,2024-09-13,Morning Consult,WI,Online,LV,1025,3.1,48.6,45,6.5
781,2024-09-13,Emerson,NAT,Mixed,LV,958,3.2,48.5,47.6,3.9
782,2024-09-13,Emerson,NAT,Mixed,LV,1100,3,46.8,47.3,5.9
783,2024-09-13,Siena College,NAT,Phone,LV,1022,3.1,47.9,50.1,2
784,2024-09-13,Siena College,NAT,Phone,RV,951,3.2,49.2,47.3,3.5
785,2024-09-13,YouGov,NV,Online,RV,1171,2.9,44.6,47.9,7.5
786,2024-09-13,RMG Research,GA,Mixed,LV,1051,3,47.8,44.5,7.7
787,2024-09-13,Emerson,AZ,Mixed,LV,996,3.1,46.4,48.1,5.5
788,2024-09-14,RMG Research,NV,Mixed,LV,931,3.2,46.4,51,2.5
789,2024-09-14,Siena College,MI,Phone,LV,1079,3,48.7,44.9,6.5
790,2024-09-14,Siena College,AZ,Phone,LV,1121,2.9,47.4,45.1,7.5
791,2024-09-14,Siena College,AZ,Phone,LV,979,3.1,49,45.7,5.3
792,2024-09-14,Morning Consult,NAT,Online,LV,1223,2.8,45.1,50.2,4.7
793,2024-09-14,Siena College,NV,Phone,LV,1044,3,43.6,52.2,4.2
794,2024-09-14,RMG Research,GA,Mixed,RV,1023,3.1,44.1,52.2,3.8
795,2024-09-14,Emerson,WI,Mixed,RV,930,3.2,45,50.6,4.3
796,2024-09-14,Siena College,PA,Phone,LV,1094,3,44.2,51.9,3.9
797,2024-09-15,Morning Consult,PA,Online,LV,930,3.2,45.1,50.4,4.4
798,2024-09-15,Siena College,WI,Phone,LV,893,3.3,50.1,45.3,4.6
799,2024-09-15,YouGov,PA,Online,LV,1007,3.1,44.1,54,1.9
800,2024-09-15,YouGov,WI,Online,LV,977,3.1,45.7,46.6,7.7
801,2024-09-16,YouGov,NV,Online,RV,922,3.2,41.6,51.7,6.7
802,2024-09-16,Emerson,MI,Mixed,LV,1130,2.9,46.9,44.4,8.7
803,2024-09-16,Emerson,PA,Mixed,LV,1080,3,45.2,49.4,5.4
804,2024-09-16,RMG Research,NV,Mixed,LV,985,3.1,42.6,49.8,7.6
805,2024-09-16,Siena College,NAT,Phone,LV,1045,3,45.9,48.9,5.3
806,2024-09-16,RMG Research,GA,Mixed,LV,1171,2.9,44.2,55.5,0.3
807,2024-09-16,Emerson,NV,Mixed,LV,1095,3,42.1,51.7,6.1
808,2024-09-16,Siena College,AZ,Phone,LV,1155,2.9,44.6,51.4,3.9
809,2024-09-17,YouGov,GA,Online,RV,990,3.1,45.3,49.8,4.9
810,2024-09-17,Morning Consult,NAT,Online,RV,967,3.2,46.9,50.2,2.8
811,2024-09-17,RMG Research,NV,Mixed,RV,1000,3.1,50.1,49.9,0
812,2024-09-17,YouGov,NV,Online,LV,1029,3.1,46.7,49.6,3.7
813,2024-09-17,Morning Consult,MI,Online,LV,1053,3,45.8,49.4,4.8
814,2024-09-17,Morning Consult,WI,Online,LV,983,3.1,47.8,46,6.2
815,2024-09-17,YouGov,AZ,Online,LV,1017,3.1,47.8,46.8,5.4
816,2024-09-17,Morning Consult,MI,Online,LV,1086,3,48.8,44.3,6.9
817,2024-09-18,RMG Research,NAT,Mixed,LV,928,3.2,48,45.6,6.4
818,2024-09-18,Emerson,MI,Mixed,RV,828,3.4,47.9,50.5,1.6
819,2024-09-18,YouGov,NV,Online,LV,1002,3.1,46.5,46.3,7.3
820,2024-09-18,YouGov,AZ,Online,RV,1032,3.1,40.3,50.4,9.3
821,2024-09-19,RMG Research,PA,Mixed,LV,918,3.2,49.4,44.7,5.8
822,2024-09-19,Siena College,AZ,Phone,LV,925,3.2,46.5,51.8,1.7
823,2024-09-20,Emerson,NAT,Mixed,RV,1058,3,44.8,47.1,8.1
824,2024-09-20,RMG Research,PA,Mixed,RV,921,3.2,52.3,46,1.6
825,2024-09-21,Siena College,AZ,Phone,LV,1006,3.1,47.4,47.4,5.2
826,2024-09-21,YouGov,GA,Online,LV,871,3.3,48.2,46.6,5.2
827,2024-09-21,YouGov,GA,Online,LV,898,3.3,43.6,51.2,5.3
828,2024-09-21,RMG Research,NAT,Mixed,LV,1071,3,46.1,50.2,3.7
829,2024-09-21,Siena College,NAT,Phone,LV,1068,3,50,44.3,5.7
830,2024-09-22,Morning Consult,WI,Online,LV,946,3.2,47,49.1,3.9
831,2024-09-22,Siena College,NV,Phone,RV,1079,3,45.8,52.9,1.4
832,2024-09-22,YouGov,NV,Online,LV,1110,2.9,48.6,46,5.4
833,2024-09-22,RMG Research,WI,Mixed,LV,1031,3.1,45.8,47.7,6.5
834,2024-09-22,Emerson,NV,Mixed,RV,893,3.3,50.6,44.8,4.6
835,2024-09-22,Siena College,AZ,Phone,LV,818,3.4,47.4,50.1,2.5
836,2024-09-22,Siena College,MI,Phone,LV,1124,2.9,52.8,45.3,1.9
837,2024-09-22,YouGov,NAT,Online,LV,869,3.3,47.5,46.9,5.6
838,2024-09-22,RMG Research,MI,Mixed,LV,987,3.1,46.3,49.6,4.1
839,2024-09-22,Siena College,NV,Phone,LV,861,3.3,46.5,51.5,2
840,2024-09-22,RMG Research,MI,Mixed,LV,1024,3.1,48.9,43.5,7.7
841,2024-09-22,Siena College,MI,Phone,RV,887,3.3,45.1,44.7,10.2
842,2024-09-23,RMG Research,PA,Mixed,LV,1038,3,45.6,48.4,6
843,2024-09-23,Morning Consult,WI,Online,LV,895,3.3,48.5,45.8,5.8
844,2024-09-23,RMG Research,WI,Mixed,LV,957,3.2,45.4,48,6.6
845,2024-09-23,Emerson,GA,Mixed,RV,1098,3,43.9,50.6,5.5
846,2024-09-24,Siena College,MI,Phone,RV,1110,2.9,49,46.5,4.6
847,2024-09-24,RMG Research,PA,Mixed,LV,981,3.1,43.4,49,7.5
848,2024-09-24,Emerson,PA,Mixed,RV,1094,3,47.2,46.1,6.7
849,2024-09-24,RMG Research,NAT,Mixed,LV,866,3.3,46.6,45,8.4
850,2024-09-24,RMG Research,WI,Mixed,LV,948,3.2,47.1,49.3,3.6
851,2024-09-24,Morning Consult,GA,Online,LV,1152,2.9,50.3,44.8,4.9
852,2024-09-24,Siena College,PA,Phone,LV,1005,3.1,50.2,48.8,1
853,2024-09-24,Emerson,GA,Mixed,LV,934,3.2,48.9,46.2,4.9
854,2024-09-24,Siena College,NV,Phone,RV,1150,2.9,47.6,44.6,7.8
855,2024-09-25,Morning Consult,NV,Online,LV,1048,3,48.7,47,4.3
856,2024-09-25,RMG Research,NAT,Mixed,RV,1099,3,52.3,41.5,6.2
857,2024-09-25,RMG Research,PA,Mixed,LV,906,3.3,42.6,47.9,9.6
858,2024-09-25,Siena College,WI,Phone,RV,1136,2.9,48.9,47.5,3.5
859,2024-09-25,RMG Research,PA,Mixed,RV,898,3.3,46.4,45.3,8.3
860,2024-09-25,RMG Research,MI,Mixed,RV,901,3.3,48.6,46.7,4.7
861,2024-09-26,RMG Research,GA,Mixed,RV,992,3.1,43.7,48.7,7.6
862,2024-09-26,RMG Research,WI,Mixed,RV,923,3.2,48.5,46.1,5.4
863,2024-09-26,Siena College,PA,Phone,LV,980,3.1,45.7,49.8,4.6
864,2024-09-26,Morning Consult,NAT,Online,LV,1223,2.8,45.3,47.3,7.4
865,2024-09-26,YouGov,WI,Online,LV,827,3.4,47.3,48.4,4.3
866,2024-09-26,Morning Consult,AZ,Online,RV,841,3.4,48.6,49.6,1.8
867,2024-09-26,YouGov,GA,Online,RV,1078,3,44.6,51,4.4
868,2024-09-26,Siena College,MI,Phone,RV,1104,2.9,46.2,45.6,8.2
869,2024-09-26,Emerson,AZ,Mixed,RV,1098,3,49.1,49.2,1.7
870,2024-09-27,RMG Research,GA,Mixed,LV,1018,3.1,46.6,46.8,6.7
871,2024-09-27,YouGov,NV,Online,LV,1065,3,43.4,49.3,7.3
872,2024-09-27,YouGov,MI,Online,LV,1053,3,50.7,45,4.3
873,2024-09-27,Siena College,PA,Phone,LV,867,3.3,48.4,46.3,5.3
874,2024-09-27,RMG Research,AZ,Mixed,LV,959,3.2,45.3,46.7,8
875,2024-09-27,YouGov,NV,Online,RV,1080,3,46,48.7,5.3
876,2024-09-28,YouGov,WI,Online,RV,858,3.3,51.7,43,5.3
877,2024-09-28,Siena College,AZ,Phone,LV,1089,3,42.9,50.7,6.4
878,2024-09-28,RMG Research,AZ,Mixed,LV,866,3.3,47.3,48.6,4.2
879,2024-09-28,YouGov,MI,Online,LV,931,3.2,48.2,46.6,5.2
880,2024-09-28,RMG Research,WI,Mixed,LV,943,3.2,49.5,47.6,2.9
881,2024-09-28,RMG Research,AZ,Mixed,RV,1194,2.8,47.2,47.4,5.4
882,2024-09-28,YouGov,NAT,Online,LV,777,3.5,45,49.2,5.8
883,2024-09-28,Emerson,WI,Mixed,LV,1005,3.1,45.2,49.3,5.5
884,2024-09-29,Siena College,MI,Phone,RV,1080,3,48,45.9,6.1
885,2024-09-29,Emerson,GA,Mixed,LV,985,3.1,45.8,47.5,6.7
886,2024-09-29,Emerson,NAT,Mixed,LV,1035,3,46.3,48,5.8
887,2024-09-29,YouGov,PA,Online,LV,1236,2.8,51.8,42.6,5.6
888,2024-09-29,Emerson,GA,Mixed,LV,1143,2.9,49.5,46.3,4.2
889,2024-09-29,Morning Consult,GA,Online,LV,1198,2.8,43.8,50.4,5.9
890,2024-09-29,Emerson,NAT,Mixed,LV,1158,2.9,46.6,46.8,6.5
891,2024-09-30,RMG Research,NV,Mixed,LV,1214,2.8,44.9,48.4,6.7
892,2024-09-30,Morning Consult,AZ,Online,LV,1221,2.8,46.3,52.3,1.4
893,2024-09-30,Emerson,PA,Mixed,LV,851,3.4,47.8,46,6.2
894,2024-09-30,Siena College,NAT,Phone,LV,1130,2.9,47.7,49.5,2.7
895,2024-10-01,YouGov,MI,Online,RV,1036,3,47.5,49.1,3.4
896,2024-10-01,Morning Consult,NAT,Online,LV,886,3.3,52.8,45.3,1.9
897,2024-10-01,YouGov,WI,Online,LV,797,3.5,47.7,46.2,6.1
898,2024-10-01,Siena College,GA,Phone,LV,836,3.4,44.8,48,7.2
899,2024-10-01,Emerson,GA,Mixed,LV,914,3.2,46,48.5,5.5
900,2024-10-01,Morning Consult,GA,Online,LV,1021,3.1,47.4,50.7,1.9
901,2024-10-01,Morning Consult,NAT,Online,RV,1031,3.1,45.4,51.8,2.8
902,2024-10-01,RMG Research,WI,Mixed,RV,1000,3.1,47.4,47.8,4.8
903,2024-10-02,Emerson,AZ,Mixed,LV,923,3.2,45,48.8,6.3
904,2024-10-02,Siena College,MI,Phone,LV,1096,3,48.4,44.5,7.1
905,2024-10-02,Siena College,AZ,Phone,RV,1022,3.1,49.9,44.3,5.8
906,2024-10-02,YouGov,NAT,Online,LV,1055,3,45.2,47.7,7.1
907,2024-10-02,RMG Research,WI,Mixed,LV,1010,3.1,52.3,43.3,4.3
908,2024-10-03,RMG Research,GA,Mixed,LV,904,3.3,49.3,45.3,5.4
909,2024-10-03,Morning Consult,GA,Online,LV,1113,2.9,42,50,8
910,2024-10-03,RMG Research,MI,Mixed,LV,874,3.3,45.2,46.8,8
911,2024-10-03,RMG Research,NAT,Mixed,LV,1130,2.9,52.1,46.6,1.2
912,2024-10-04,RMG Research,MI,Mixed,LV,1092,3,42,52.7,5.3
913,2024-10-04,Morning Consult,WI,Online,RV,1015,3.1,49.2,47.8,3
914,2024-10-04,RMG Research,MI,Mixed,LV,1096,3,44.9,51.8,3.2
915,2024-10-04,Siena College,NAT,Phone,LV,1090,3,47,48.7,4.3
916,2024-10-04,Siena College,GA,Phone,RV,1057,3,46.9,47.6,5.5
917,2024-10-04,Emerson,NV,Mixed,LV,914,3.2,50.1,44.8,5.1
918,2024-10-04,RMG Research,GA,Mixed,LV,986,3.1,48.3,45.1,6.6
919,2024-10-05,RMG Research,NAT,Mixed,LV,996,3.1,47.2,45.5,7.2
920,2024-10-05,YouGov,AZ,Online,RV,1047,3,47,51.5,1.5
921,2024-10-05,YouGov,NV,Online,LV,866,3.3,47.1,48.3,4.6
922,2024-10-05,Siena College,PA,Phone,RV,1055,3,47.7,46,6.3
923,2024-10-06,Siena College,NAT,Phone,LV,920,3.2,48.8,50.1,1.1
924,2024-10-06,Siena College,MI,Phone,RV,1013,3.1,46.9,49.8,3.3
925,2024-10-06,Morning Consult,WI,Online,LV,1138,2.9,43,47.7,9.3
926,2024-10-06,Morning Consult,PA,Online,RV,946,3.2,48.8,48.2,3
927,2024-10-06,RMG Research,MI,Mixed,LV,1018,3.1,54.4,43.5,2
928,2024-10-06,Emerson,PA,Mixed,RV,1010,3.1,49.7,46.2,4.1
929,2024-10-06,Morning Consult,NAT,Online,RV,875,3.3,48.7,46.8,4.4
930,2024-10-06,Siena College,GA,Phone,LV,953,3.2,44.7,48.9,6.4
931,2024-10-06,RMG Research,WI,Mixed,LV,972,3.1,44.7,48.8,6.5
932,2024-10-07,YouGov,AZ,Online,RV,1004,3.1,48.7,50.5,0.8
933,2024-10-07,YouGov,NV,Online,LV,1049,3,45.3,49.1,5.6
934,2024-10-07,YouGov,PA,Online,LV,868,3.3,42.5,52.8,4.7
935,2024-10-07,YouGov,WI,Online,RV,1184,2.8,49.3,42.4,8.3
936,2024-10-07,YouGov,PA,Online,RV,889,3.3,46.7,53.3,0
937,2024-10-07,YouGov,GA,Online,LV,663,3.8,46.8,45.3,8
938,2024-10-07,RMG Research,WI,Mixed,RV,1027,3.1,46.3,47,6.7
939,2024-10-08,Siena College,WI,Phone,LV,795,3.5,48.5,43.7,7.8
940,2024-10-08,RMG Research,AZ,Mixed,LV,1114,2.9,48.1,49.1,2.9
941,2024-10-08,Morning Consult,MI,Online,RV,1014,3.1,48.3,45.5,6.2
942,2024-10-08,YouGov,GA,Online,LV,964,3.2,46.7,46.3,7
943,2024-10-08,RMG Research,WI,Mixed,LV,982,3.1,48.6,44.2,7.2
944,2024-10-08,YouGov,AZ,Online,RV,1009,3.1,44.6,47.4,8
945,2024-10-08,Siena College,NAT,Phone,LV,984,3.1,51.7,48.3,0
946,2024-10-08,YouGov,MI,Online,LV,960,3.2,46.9,45.2,8
947,2024-10-08,Siena College,PA,Phone,LV,891,3.3,49.3,44.1,6.5
948,2024-10-09,RMG Research,MI,Mixed,RV,1025,3.1,48.7,43,8.3
949,2024-10-09,Siena College,NAT,Phone,LV,983,3.1,51.7,45.7,2.6
950,2024-10-09,Emerson,NAT,Mixed,LV,891,3.3,50.9,46.6,2.5
951,2024-10-09,RMG Research,AZ,Mixed,LV,917,3.2,46.2,49.4,4.4
952,2024-10-09,Siena College,PA,Phone,RV,954,3.2,48.4,47.6,4
953,2024-10-09,RMG Research,GA,Mixed,LV,1176,2.9,51.2,44.2,4.6
954,2024-10-09,YouGov,NV,Online,LV,898,3.3,49.4,47.4,3.2
955,2024-10-09,Emerson,GA,Mixed,LV,1003,3.1,45.9,50,4.1
956,2024-10-10,RMG Research,AZ,Mixed,LV,947,3.2,47.5,51.5,1
957,2024-10-10,Siena College,NV,Phone,LV,901,3.3,46.8,48.8,4.4
958,2024-10-10,RMG Research,NAT,Mixed,LV,1075,3,45.3,50.1,4.6
959,2024-10-10,YouGov,AZ,Online,LV,977,3.1,47.6,48.5,3.9
960,2024-10-10,Siena College,NV,Phone,LV,939,3.2,46.5,50.9,2.6
961,2024-10-10,RMG Research,MI,Mixed,LV,859,3.3,50.1,43.2,6.7
962,2024-10-11,RMG Research,NAT,Mixed,LV,883,3.3,48.7,48,3.3
963,2024-10-11,Emerson,NAT,Mixed,RV,1286,2.7,48.2,47,4.9
964,2024-10-11,YouGov,NV,Online,LV,1109,2.9,45,52.9,2.1
965,2024-10-11,Morning Consult,MI,Online,LV,1091,3,50.2,46.4,3.4
966,2024-10-11,RMG Research,NV,Mixed,LV,968,3.1,43.4,51.5,5
967,2024-10-11,RMG Research,WI,Mixed,RV,969,3.1,51.8,47.1,1.1
968,2024-10-11,Emerson,NV,Mixed,LV,1031,3.1,47.3,47.8,5
969,2024-10-12,Morning Consult,PA,Online,LV,944,3.2,51.7,42.7,5.6
970,2024-10-12,RMG Research,NAT,Mixed,LV,988,3.1,46.9,46.2,6.9
971,2024-10-12,Siena College,GA,Phone,LV,934,3.2,47.9,46.3,5.8
972,2024-10-12,Siena College,NV,Phone,LV,981,3.1,45.9,45.8,8.3
973,2024-10-12,YouGov,AZ,Online,LV,1211,2.8,45.9,50.4,3.6
974,2024-10-13,Morning Consult,NV,Online,RV,1072,3,44.6,50.8,4.6
975,2024-10-13,Emerson,GA,Mixed,LV,997,3.1,48.7,45.5,5.8
976,2024-10-13,YouGov,NAT,Online,LV,1070,3,44.5,50.2,5.3
977,2024-10-14,Morning Consult,MI,Online,LV,1111,2.9,47.7,46.4,6
978,2024-10-14,Emerson,NV,Mixed,LV,1170,2.9,45.1,51.5,3.4
979,2024-10-14,Siena College,MI,Phone,LV,820,3.4,52.2,44.8,3
980,2024-10-14,Morning Consult,WI,Online,LV,1004,3.1,47.3,48.7,4
981,2024-10-14,YouGov,NV,Online,LV,874,3.3,47.5,49.2,3.3
982,2024-10-14,Emerson,MI,Mixed,LV,1039,3,50.2,45.3,4.5
983,2024-10-15,Siena College,MI,Phone,LV,842,3.4,43.9,48.6,7.5
984,2024-10-15,Siena College,AZ,Phone,LV,970,3.1,44.4,53,2.6
985,2024-10-15,RMG Research,PA,Mixed,LV,952,3.2,44.2,52.8,3
986,2024-10-16,Emerson,PA,Mixed,RV,1074,3,39.8,53,7.2
987,2024-10-16,Emerson,GA,Mixed,LV,1041,3,44.7,49.7,5.6
988,2024-10-16,RMG Research,WI,Mixed,RV,1007,3.1,49,47.2,3.8
989,2024-10-16,Siena College,MI,Phone,LV,881,3.3,53.8,43.6,2.6
990,2024-10-16,Siena College,WI,Phone,LV,901,3.3,50.4,45.9,3.8
991,2024-10-16,Morning Consult,PA,Online,LV,1083,3,46.4,49.4,4.3
992,2024-10-16,Emerson,NAT,Mixed,RV,1005,3.1,44.4,47.5,8.1
993,2024-10-16,YouGov,NAT,Online,LV,697,3.7,45.7,47.3,7
994,2024-10-16,Emerson,PA,Mixed,LV,913,3.2,49.2,46.4,4.3
995,2024-10-17,Emerson,PA,Mixed,RV,1062,3,48.9,46.4,4.7
996,2024-10-17,RMG Research,MI,Mixed,RV,980,3.1,48.2,43,8.7
997,2024-10-17,YouGov,NAT,Online,LV,1099,3,47.9,45,7.1
998,2024-10-17,Siena College,MI,Phone,LV,957,3.2,51,43,6
999,2024-10-17,RMG Research,WI,Mixed,RV,1037,3,46.7,47.2,6.1
1000,2024-10-17,Morning Consult,MI,Online,RV,1035,3,47.5,43.9,8.5
